; obj_domain, min_value, max_value, bmp_width, bmp_height, <obj_design[]>, orientation, ends, obj_flag, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2
0,0x00,0x00,1,1,<0>,9,0,0,White Mario Finished Stage
0,0x01,0x01,1,1,<1>,9,0,0,White Luigi Finished Stage
0,0x02,0x02,1,1,<2>,9,0,0,Black Square
0,0x03,0x03,1,1,<3>,9,0,0,Level 1
0,0x04,0x04,1,1,<4>,9,0,0,Level 2
0,0x05,0x05,1,1,<5>,9,0,0,Level 3
0,0x06,0x06,1,1,<6>,9,0,0,Level 4
0,0x07,0x07,1,1,<7>,9,0,0,Level 5
0,0x08,0x08,1,1,<8>,9,0,0,Level 6
0,0x09,0x09,1,1,<9>,9,0,0,Level 7
0,0x0A,0x0A,1,1,<10>,9,0,0,Level 8
0,0x0B,0x0B,1,1,<11>,9,0,0,Level 9
0,0x0C,0x0C,1,1,<12>,9,0,0,Level 10
0,0x0D,0x0D,1,1,<161>,9,0,0,Weird Level 1
0,0x0E,0x0E,1,1,<162>,9,0,0,Weird Level 2
0,0x0F,0x0F,1,1,<163>,9,0,0,Weird Level 3
0,0x10,0x10,1,1,<164>,9,0,0,Weird Level 4
0,0x11,0x11,1,1,<165>,9,0,0,Weird Level 5
0,0x12,0x12,1,1,<166>,9,0,0,Weird Level 6
0,0x13,0x13,1,1,<167>,9,0,0,Weird Level 7
0,0x14,0x14,1,1,<168>,9,0,0,Weird Level 8
0,0x15,0x15,1,1,<169>,9,0,0,Weird Level 9
0,0x16,0x16,1,1,<122>,9,0,0,Blank Square
0,0x17,0x17,1,1,<122>,9,0,0,Blank Square
0,0x18,0x18,1,1,<122>,9,0,0,Blank Square
0,0x19,0x19,1,1,<122>,9,0,0,Blank Square
0,0x1A,0x1A,1,1,<122>,9,0,0,Blank Square
0,0x1B,0x1B,1,1,<122>,9,0,0,Blank Square
0,0x1C,0x1C,1,1,<122>,9,0,0,Blank Square
0,0x1D,0x1D,1,1,<122>,9,0,0,Blank Square
0,0x1E,0x1E,1,1,<122>,9,0,0,Blank Square
0,0x1F,0x1F,1,1,<122>,9,0,0,Blank Square
0,0x20,0x20,1,1,<122>,9,0,0,Blank Square
0,0x21,0x21,1,1,<122>,9,0,0,Blank Square
0,0x22,0x22,1,1,<122>,9,0,0,Blank Square
0,0x23,0x23,1,1,<122>,9,0,0,Blank Square
0,0x24,0x24,1,1,<122>,9,0,0,Blank Square
0,0x25,0x25,1,1,<122>,9,0,0,Blank Square
0,0x26,0x26,1,1,<122>,9,0,0,Blank Square
0,0x27,0x27,1,1,<122>,9,0,0,Blank Square
0,0x28,0x28,1,1,<122>,9,0,0,Blank Square
0,0x29,0x29,1,1,<122>,9,0,0,Blank Square
0,0x2A,0x2A,1,1,<122>,9,0,0,Blank Square
0,0x2B,0x2B,1,1,<122>,9,0,0,Blank Square
0,0x2C,0x2C,1,1,<122>,9,0,0,Blank Square
0,0x2D,0x2D,1,1,<122>,9,0,0,Blank Square
0,0x2E,0x2E,1,1,<122>,9,0,0,Blank Square
0,0x2F,0x2F,1,1,<122>,9,0,0,Blank Square
0,0x30,0x30,1,1,<122>,9,0,0,Blank Square
0,0x31,0x31,1,1,<122>,9,0,0,Blank Square
0,0x32,0x32,1,1,<122>,9,0,0,Blank Square
0,0x33,0x33,1,1,<122>,9,0,0,Blank Square
0,0x34,0x34,1,1,<122>,9,0,0,Blank Square
0,0x35,0x35,1,1,<122>,9,0,0,Blank Square
0,0x36,0x36,1,1,<122>,9,0,0,Blank Square
0,0x37,0x37,1,1,<122>,9,0,0,Blank Square
0,0x38,0x38,1,1,<122>,9,0,0,Blank Square
0,0x39,0x39,1,1,<122>,9,0,0,Blank Square
0,0x3A,0x3A,1,1,<122>,9,0,0,Blank Square
0,0x3B,0x3B,1,1,<122>,9,0,0,Blank Square
0,0x3C,0x3C,1,1,<122>,9,0,0,Blank Square
0,0x3D,0x3D,1,1,<122>,9,0,0,Blank Square
0,0x3E,0x3E,1,1,<122>,9,0,0,Blank Square
0,0x3F,0x3F,1,1,<122>,9,0,0,Blank Square
0,0x40,0x40,1,1,<13>,9,0,0,Yellow Mario Finished Stage
0,0x41,0x41,1,1,<16>,9,0,0,Yellow Luigi Finished Stage
0,0x42,0x42,1,1,<121>,9,0,0,Barren Ground
0,0x43,0x43,1,1,<18>,9,0,0,Desert Sand
0,0x44,0x44,1,1,<19>,9,0,0,W. Road Connector A
0,0x45,0x45,1,1,<20>,9,0,0,E.-W. Road A
0,0x46,0x46,1,1,<21>,9,0,0,N.-S. Road A
0,0x47,0x47,1,1,<22>,9,0,0,E. Road Connector A
0,0x48,0x48,1,1,<23>,9,0,0,S. Road Connector A
0,0x49,0x49,1,1,<24>,9,0,0,E.-W. Road C
0,0x4A,0x4A,1,1,<25>,9,0,0,S. E. Road Connector A
0,0x4B,0x4B,1,1,<26>,9,0,0,Boat Dock
0,0x4C,0x4C,1,1,<170>,9,0,0,Weird
0,0x4D,0x4D,1,1,<170>,9,0,0,Weird
0,0x4E,0x4E,1,1,<27>,9,0,0,Weird Line
0,0x4F,0x4F,1,1,<28>,9,0,0,Weird Line
0,0x50,0x50,1,1,<29>,9,0,0,Mushroom House A
0,0x51,0x51,1,1,<32>,9,0,0,Rock A
0,0x52,0x52,1,1,<33>,9,0,0,Rock B
0,0x53,0x53,1,1,<34>,9,0,0,Rock C
0,0x54,0x54,1,1,<35>,9,0,0,Locked Door A
0,0x55,0x55,1,1,<145>,9,0,0,Star A
0,0x56,0x56,1,1,<36>,9,0,0,Locked Door B
0,0x57,0x57,1,1,<30>,9,0,0,World 5 - SE Road view from clouds A
0,0x58,0x58,1,1,<31>,9,0,0,World 5 - SW Road view from clouds
0,0x59,0x59,1,1,<46>,9,0,0,World 5 - E-W Road view from clouds
0,0x5A,0x5A,1,1,<47>,9,0,0,World 5 - Tower view from clouds
0,0x5B,0x5B,1,1,<62>,9,0,0,World 5 - E-W Road Connector view from clouds
0,0x5C,0x5C,1,1,<63>,9,0,0,World 5 - SE Road view from clouds B
0,0x5D,0x5D,1,1,<78>,9,0,0,World 5 - Hills view from clouds A
0,0x5E,0x5E,1,1,<79>,9,0,0,World 5 - Hills view from clouds B
0,0x5F,0x5F,1,1,<14>,9,0,0,World 5 - Tower
0,0x60,0x60,1,1,<15>,9,0,0,Destroyed Dungeon A
0,0x61,0x61,1,1,<94>,9,0,0,World 8 - Castle Top
0,0x62,0x62,1,1,<110>,9,0,0,World 8 - Castle Columns
0,0x63,0x63,1,1,<111>,9,0,0,World 8 - Clouds A
0,0x64,0x64,1,1,<95>,9,0,0,World 8 - Castle Wall
0,0x65,0x65,1,1,<111>,9,0,0,World 8 - Clouds B
0,0x66,0x66,1,1,<37>,9,0,0,E. Road Connector C
0,0x67,0x67,1,1,<38>,9,0,0,Dungeon A
0,0x68,0x68,1,1,<39>,9,0,0,Desert Quicksand Level
0,0x69,0x69,1,1,<40>,9,0,0,Desert Pyramid Level
0,0x6A,0x6A,1,1,<147>,9,0,0,Weird
0,0x6B,0x6B,1,1,<122>,9,0,0,Blank Square
0,0x6C,0x6C,1,1,<122>,9,0,0,Blank Square
0,0x6D,0x6D,1,1,<122>,9,0,0,Blank Square
0,0x6E,0x6E,1,1,<122>,9,0,0,Blank Square
0,0x6F,0x6F,1,1,<122>,9,0,0,Blank Square
0,0x70,0x70,1,1,<122>,9,0,0,Blank Square
0,0x71,0x71,1,1,<122>,9,0,0,Blank Square
0,0x72,0x72,1,1,<122>,9,0,0,Blank Square
0,0x73,0x73,1,1,<122>,9,0,0,Blank Square
0,0x74,0x74,1,1,<122>,9,0,0,Blank Square
0,0x75,0x75,1,1,<122>,9,0,0,Blank Square
0,0x76,0x76,1,1,<122>,9,0,0,Blank Square
0,0x77,0x77,1,1,<122>,9,0,0,Blank Square
0,0x78,0x78,1,1,<122>,9,0,0,Blank Square
0,0x79,0x79,1,1,<122>,9,0,0,Blank Square
0,0x7A,0x7A,1,1,<122>,9,0,0,Blank Square
0,0x7B,0x7B,1,1,<122>,9,0,0,Blank Square
0,0x7C,0x7C,1,1,<122>,9,0,0,Blank Square
0,0x7D,0x7D,1,1,<122>,9,0,0,Blank Square
0,0x7E,0x7E,1,1,<122>,9,0,0,Blank Square
0,0x7F,0x7F,1,1,<122>,9,0,0,Blank Square
0,0x80,0x80,1,1,<41>,9,0,0,Green Mario Finished Stage
